Object::connect: No such slot HQApplication::UpdateMenus() in HQApplication.cpp:464
Object::connect: No such slot HQApplication::UpdateMenus() in HQApplication.cpp:473


Warning (60/203) from HOOPS routine 'Update_Display' -

	  This copy of HOOPS has not been licensed for commercial
	  development or distribution purposes.	 Copying is prohibited.
	  To obtain rights to develop and/or distribute applications
	  based on HOOPS, please contact Tech Soft 3D at
	  510-883-2180 or email hoops@techsoft3d.com
Time for 5581000 slices:10602.861520
Time for 5582000 slices:10603.266658
Time for 5583000 slices:10603.657963
Time for 5584000 slices:10604.064986
Time for 5585000 slices:10604.494633
Time for 5586000 slices:10604.928720
Time for 5587000 slices:10605.362289
Time for 5588000 slices:10605.788158
Time for 5589000 slices:10606.244665
Time for 5590000 slices:10606.711093
Time for 5591000 slices:10607.173144
Time for 5592000 slices:10607.643252
Time for 5593000 slices:10608.122464
Time for 5594000 slices:10608.596524
Time for 5595000 slices:10609.110030
Time for 5596000 slices:10609.614317
Time for 5597000 slices:10633.941580
Time for 5598000 slices:10634.345163
Time for 5599000 slices:10634.735976
Time for 5600000 slices:10635.141040
Time for 5601000 slices:10635.570003
Time for 5602000 slices:10636.027720
Time for 5603000 slices:10636.498990
Time for 5604000 slices:10636.993957
Time for 5605000 slices:10637.510392
Time for 5606000 slices:10638.028483
Time for 5607000 slices:10638.538147
Time for 5608000 slices:10639.096965
Time for 5609000 slices:10639.646407
Time for 5610000 slices:10640.257036
Time for 5611000 slices:10640.888728
Time for 5612000 slices:10641.505563
Time for 5613000 slices:10642.182370
Time for 5614000 slices:10668.111774
Time for 5615000 slices:10669.111092
Time for 5616000 slices:10669.776873
Time for 5617000 slices:10670.465508
Time for 5618000 slices:10670.889747
Time for 5619000 slices:10671.257087
Time for 5620000 slices:10671.617173
Time for 5621000 slices:10672.013151
Time for 5622000 slices:10672.416599
Time for 5623000 slices:10672.834387
Time for 5624000 slices:10673.243213
Time for 5625000 slices:10673.673651
Time for 5626000 slices:10674.094073
Time for 5627000 slices:10674.480562
Time for 5628000 slices:10674.883439
Time for 5629000 slices:10675.295908
Time for 5630000 slices:10675.728044
Time for 5631000 slices:10676.211408
Time for 5632000 slices:10676.664933
Time for 5633000 slices:10701.181902
Time for 5634000 slices:10701.552733
Time for 5635000 slices:10701.898304
Time for 5636000 slices:10702.274399
Time for 5637000 slices:10702.664739
Time for 5638000 slices:10703.050884
Time for 5639000 slices:10703.430924
Time for 5640000 slices:10703.828301
Time for 5641000 slices:10704.240037
Time for 5642000 slices:10704.635328
Time for 5643000 slices:10705.058688
Time for 5644000 slices:10705.498940
Time for 5645000 slices:10705.903379
Time for 5646000 slices:10706.310959
Time for 5647000 slices:10706.737632
Time for 5648000 slices:10707.171543
Time for 5649000 slices:10707.590104
Time for 5650000 slices:10708.055939
Time for 5651000 slices:10708.506104
Time for 5652000 slices:10708.984080
Time for 5653000 slices:10709.487599
Time for 5654000 slices:10733.563337
Time for 5655000 slices:10733.950611
Time for 5656000 slices:10734.328003
Time for 5657000 slices:10734.724459
Time for 5658000 slices:10735.119935
Time for 5659000 slices:10735.544738
Time for 5660000 slices:10735.993901
Time for 5661000 slices:10736.432577
Time for 5662000 slices:10736.853379
Time for 5663000 slices:10737.277479
Time for 5664000 slices:10737.692285
Time for 5665000 slices:10738.122912
Time for 5666000 slices:10738.601466
Time for 5667000 slices:10739.066558
Time for 5668000 slices:10739.527908
Time for 5669000 slices:10740.000239
Time for 5670000 slices:10740.552654
Time for 5671000 slices:10764.715093
Time for 5672000 slices:10765.154205
Time for 5673000 slices:10765.608731
Time for 5674000 slices:10766.051709
Time for 5675000 slices:10766.514161
Time for 5676000 slices:10766.973845
Time for 5677000 slices:10767.438700
Time for 5678000 slices:10767.919573
Time for 5679000 slices:10768.478364
Time for 5680000 slices:10769.045868
Time for 5681000 slices:10769.633069
Time for 5682000 slices:10770.206564
Time for 5683000 slices:10770.979608
Time for 5684000 slices:10772.557306
Time for 5685000 slices:10773.048709
Time for 5686000 slices:10773.518276
Time for 5687000 slices:10773.969191
Time for 5688000 slices:10798.384421
Time for 5689000 slices:10798.738076
Time for 5690000 slices:10799.097827
Time for 5691000 slices:10799.466380
Time for 5692000 slices:10799.832130
Time for 5693000 slices:10800.200120
Time for 5694000 slices:10800.560820
Time for 5695000 slices:10800.928844
Time for 5696000 slices:10801.307144
Time for 5697000 slices:10801.705932
Time for 5698000 slices:10802.128713
Time for 5699000 slices:10802.570483
Time for 5700000 slices:10803.022550
Time for 5701000 slices:10803.448455
Time for 5702000 slices:10803.871222
Time for 5703000 slices:10804.317471
Time for 5704000 slices:10804.768294
Time for 5705000 slices:10805.236434
Time for 5706000 slices:10805.695335
Time for 5707000 slices:10806.162262
Time for 5708000 slices:10806.656398
Time for 5709000 slices:10831.077450
Time for 5710000 slices:10831.429915
Time for 5711000 slices:10831.781593
Time for 5712000 slices:10832.151957
Time for 5713000 slices:10832.504427
Time for 5714000 slices:10832.881620
Time for 5715000 slices:10833.257298
Time for 5716000 slices:10833.674350
Time for 5717000 slices:10834.083721
Time for 5718000 slices:10834.505357
Time for 5719000 slices:10834.948796
Time for 5720000 slices:10835.374661
Time for 5721000 slices:10835.812617
Time for 5722000 slices:10836.248337
Time for 5723000 slices:10836.678244
Time for 5724000 slices:10837.107949
Time for 5725000 slices:10837.537978
Time for 5726000 slices:10837.987718
Time for 5727000 slices:10838.433374
Time for 5728000 slices:10838.880035
Time for 5729000 slices:10863.393532
Time for 5730000 slices:10863.746781
Time for 5731000 slices:10864.086737
Time for 5732000 slices:10864.431389
Time for 5733000 slices:10864.778215
Time for 5734000 slices:10865.116897
Time for 5735000 slices:10865.518226
Time for 5736000 slices:10865.912227
Time for 5737000 slices:10866.329054
Time for 5738000 slices:10866.753025
Time for 5739000 slices:10867.187804
Time for 5740000 slices:10867.598521
Time for 5741000 slices:10868.034819
Time for 5742000 slices:10868.475725
Time for 5743000 slices:10868.905931
Time for 5744000 slices:10869.354658
Time for 5745000 slices:10869.807274
Time for 5746000 slices:10894.138432
Time for 5747000 slices:10894.488196
Time for 5748000 slices:10894.856137
Time for 5749000 slices:10895.205985
Time for 5750000 slices:10895.584857
Time for 5751000 slices:10895.969322
Time for 5752000 slices:10896.365332
Time for 5753000 slices:10896.771454
Time for 5754000 slices:10897.183162
Time for 5755000 slices:10897.663125
Time for 5756000 slices:10898.176598
Time for 5757000 slices:10898.604479
Time for 5758000 slices:10899.042444
Time for 5759000 slices:10899.490064
Time for 5760000 slices:10899.922947
Time for 5761000 slices:10900.365349
Time for 5762000 slices:10900.756360
Time for 5763000 slices:10925.006559
Time for 5764000 slices:10925.356343
Time for 5765000 slices:10925.704279
Time for 5766000 slices:10926.027713
Time for 5767000 slices:10926.386660
Time for 5768000 slices:10926.723140
Time for 5769000 slices:10927.062969
Time for 5770000 slices:10927.410371
Time for 5771000 slices:10927.766817
Time for 5772000 slices:10928.116454
Time for 5773000 slices:10928.468277
Time for 5774000 slices:10928.820236
Time for 5775000 slices:10929.190352
Time for 5776000 slices:10929.590733
Time for 5777000 slices:10929.964281
Time for 5778000 slices:10930.369676
Time for 5779000 slices:10930.785720
Time for 5780000 slices:10931.208944
Time for 5781000 slices:10931.626069
Time for 5782000 slices:10932.035206
Time for 5783000 slices:10932.426884
Time for 5784000 slices:10956.648976
Time for 5785000 slices:10956.993078
Time for 5786000 slices:10957.347187
Time for 5787000 slices:10957.688840
Time for 5788000 slices:10958.027657
Time for 5789000 slices:10958.382264
Time for 5790000 slices:10958.731333
Time for 5791000 slices:10959.080287
Time for 5792000 slices:10959.438697
Time for 5793000 slices:10959.827503
Time for 5794000 slices:10960.208113
Time for 5795000 slices:10960.595934
Time for 5796000 slices:10960.969416
Time for 5797000 slices:10961.350001
Time for 5798000 slices:10961.782382
Time for 5799000 slices:10962.182829
Time for 5800000 slices:10962.602831
Time for 5801000 slices:10962.994579
Time for 5802000 slices:10963.407799
Time for 5803000 slices:10987.653954
Time for 5804000 slices:10987.991277
Time for 5805000 slices:10988.349013
Time for 5806000 slices:10988.706086
Time for 5807000 slices:10989.051766
Time for 5808000 slices:10989.396982
Time for 5809000 slices:10989.771188
Time for 5810000 slices:10990.129150
Time for 5811000 slices:10990.515743
Time for 5812000 slices:10990.892515
Time for 5813000 slices:10991.261715
Time for 5814000 slices:10991.646640
Time for 5815000 slices:10992.048126
Time for 5816000 slices:10992.475226
Time for 5817000 slices:10992.886356
Time for 5818000 slices:10993.290614
Time for 5819000 slices:10993.699416
Time for 5820000 slices:11017.873229
Time for 5821000 slices:11018.215189
Time for 5822000 slices:11018.532054
Time for 5823000 slices:11018.877704
Time for 5824000 slices:11019.199100
Time for 5825000 slices:11019.561460
Time for 5826000 slices:11020.000857
Time for 5827000 slices:11020.452776
Time for 5828000 slices:11020.843222
Time for 5829000 slices:11021.233041
Time for 5830000 slices:11021.625334
Time for 5831000 slices:11022.018385
Time for 5832000 slices:11022.419467
Time for 5833000 slices:11022.839479
Time for 5834000 slices:11023.274609
Time for 5835000 slices:11023.685394
Time for 5836000 slices:11024.071684
Time for 5837000 slices:11048.351361
Time for 5838000 slices:11048.659657
Time for 5839000 slices:11048.977050
Time for 5840000 slices:11049.316609
Time for 5841000 slices:11049.655904
Time for 5842000 slices:11050.003402
Time for 5843000 slices:11050.389859
Time for 5844000 slices:11050.758575
Time for 5845000 slices:11051.141906
Time for 5846000 slices:11051.525053
Time for 5847000 slices:11051.902529
Time for 5848000 slices:11052.297941
Time for 5849000 slices:11052.668277
Time for 5850000 slices:11053.044576
Time for 5851000 slices:11053.430616
Time for 5852000 slices:11053.819664
Time for 5853000 slices:11054.246968
Time for 5854000 slices:11054.665758
Time for 5855000 slices:11055.107449
Time for 5856000 slices:11055.546499
Time for 5857000 slices:11079.918016
Time for 5858000 slices:11080.247895
Time for 5859000 slices:11080.577015
Time for 5860000 slices:11080.921061
Time for 5861000 slices:11081.281372
Time for 5862000 slices:11081.637818
Time for 5863000 slices:11082.002683
Time for 5864000 slices:11082.371364
Time for 5865000 slices:11082.744828
Time for 5866000 slices:11083.105796
Time for 5867000 slices:11083.475231
Time for 5868000 slices:11083.860907
Time for 5869000 slices:11084.268352
Time for 5870000 slices:11084.679212
Time for 5871000 slices:11085.096981
Time for 5872000 slices:11085.517378
Time for 5873000 slices:11085.926572
Time for 5874000 slices:11086.368081
Time for 5875000 slices:11110.608326
Time for 5876000 slices:11110.947742
Time for 5877000 slices:11111.273411
Time for 5878000 slices:11111.616286
Time for 5879000 slices:11111.995125
Time for 5880000 slices:11112.361752
Time for 5881000 slices:11112.739883
Time for 5882000 slices:11113.100413
Time for 5883000 slices:11113.460667
Time for 5884000 slices:11113.826357
Time for 5885000 slices:11114.204422
Time for 5886000 slices:11114.587616
Time for 5887000 slices:11114.975777
Time for 5888000 slices:11115.375433
Time for 5889000 slices:11115.818437
Time for 5890000 slices:11116.250159
Time for 5891000 slices:11116.669728
Time for 5892000 slices:11117.115036
Time for 5893000 slices:11141.290571
Time for 5894000 slices:11141.662832
Time for 5895000 slices:11142.025635
Time for 5896000 slices:11142.417438
Time for 5897000 slices:11142.846398
Time for 5898000 slices:11143.291039
Time for 5899000 slices:11143.664203
Time for 5900000 slices:11144.036504
Time for 5901000 slices:11144.426155
Time for 5902000 slices:11144.831052
Time for 5903000 slices:11145.285032
Time for 5904000 slices:11145.699946
Time for 5905000 slices:11146.127187
Time for 5906000 slices:11146.568576
Time for 5907000 slices:11147.006753
Time for 5908000 slices:11147.461872
Time for 5909000 slices:11147.887593
Time for 5910000 slices:11172.063604
Time for 5911000 slices:11172.396055
Time for 5912000 slices:11172.731946
Time for 5913000 slices:11173.066559
Time for 5914000 slices:11173.414434
Time for 5915000 slices:11173.762178
Time for 5916000 slices:11174.083739
Time for 5917000 slices:11174.411964
Time for 5918000 slices:11174.772020
Time for 5919000 slices:11175.151983
Time for 5920000 slices:11175.527214
Time for 5921000 slices:11175.891020
Time for 5922000 slices:11176.269000
Time for 5923000 slices:11176.649737
Time for 5924000 slices:11177.059427
Time for 5925000 slices:11177.479047
Time for 5926000 slices:11177.908430
Time for 5927000 slices:11178.335884
Time for 5928000 slices:11178.740873
Time for 5929000 slices:11179.153176
Time for 5930000 slices:11179.593751
Time for 5931000 slices:11203.864551
Time for 5932000 slices:11204.192879
Time for 5933000 slices:11204.526900
Time for 5934000 slices:11204.859078
Time for 5935000 slices:11205.218655
Time for 5936000 slices:11205.576178
Time for 5937000 slices:11205.937185
Time for 5938000 slices:11206.301204
Time for 5939000 slices:11206.654940
Time for 5940000 slices:11207.020837
Time for 5941000 slices:11207.416085
Time for 5942000 slices:11207.791638
Time for 5943000 slices:11208.193116
Time for 5944000 slices:11208.590476
Time for 5945000 slices:11208.998812
Time for 5946000 slices:11209.419713
Time for 5947000 slices:11209.836842
Time for 5948000 slices:11210.241624
Time for 5949000 slices:11234.447201
Time for 5950000 slices:11234.784103
Time for 5951000 slices:11235.123065
Time for 5952000 slices:11235.481932
Time for 5953000 slices:11235.816328
Time for 5954000 slices:11236.182797
Time for 5955000 slices:11236.536592
Time for 5956000 slices:11236.897185
Time for 5957000 slices:11237.274943
Time for 5958000 slices:11237.654011
Time for 5959000 slices:11238.017457
Time for 5960000 slices:11238.393429
Time for 5961000 slices:11238.778957
Time for 5962000 slices:11239.181246
Time for 5963000 slices:11239.618966
Time for 5964000 slices:11240.040567
Time for 5965000 slices:11240.453793
Time for 5966000 slices:11240.863663
Time for 5967000 slices:11264.959021
Time for 5968000 slices:11265.296244
Time for 5969000 slices:11265.691725
Time for 5970000 slices:11266.042079
Time for 5971000 slices:11266.408326
Time for 5972000 slices:11266.769491
Time for 5973000 slices:11267.156307
Time for 5974000 slices:11267.544032
Time for 5975000 slices:11267.901230
Time for 5976000 slices:11268.270490
Time for 5977000 slices:11268.647159
Time for 5978000 slices:11269.047074
Time for 5979000 slices:11269.434371
Time for 5980000 slices:11269.829997
Time for 5981000 slices:11270.249076
Time for 5982000 slices:11270.670637
Time for 5983000 slices:11271.118283
Time for 5984000 slices:11295.295431
Time for 5985000 slices:11295.662384
Time for 5986000 slices:11295.993140
Time for 5987000 slices:11296.318594
Time for 5988000 slices:11296.662732
Time for 5989000 slices:11297.002081
Time for 5990000 slices:11297.375954
Time for 5991000 slices:11297.751822
Time for 5992000 slices:11298.117616
Time for 5993000 slices:11298.496663
Time for 5994000 slices:11298.889486
Time for 5995000 slices:11299.285436
Time for 5996000 slices:11299.707110
Time for 5997000 slices:11300.125379
Time for 5998000 slices:11300.549287
Time for 5999000 slices:11300.995479
Time for 6000000 slices:11301.417832
Time for 6001000 slices:11301.854274
Time for 6002000 slices:11302.291858
Time for 6003000 slices:11302.726806
Time for 6004000 slices:11303.160632
Time for 6005000 slices:11327.498486
Time for 6006000 slices:11327.831548
Time for 6007000 slices:11328.178259
Time for 6008000 slices:11328.543468
Time for 6009000 slices:11328.913431
Time for 6010000 slices:11329.287096
Time for 6011000 slices:11329.655786
Time for 6012000 slices:11330.034864
Time for 6013000 slices:11330.417726
Time for 6014000 slices:11330.804794
Time for 6015000 slices:11331.230815
Time for 6016000 slices:11331.652171
Time for 6017000 slices:11332.088119
Time for 6018000 slices:11332.519071
Time for 6019000 slices:11332.959000
Time for 6020000 slices:11333.376496
Time for 6021000 slices:11333.791642
Time for 6022000 slices:11334.224980
Time for 6023000 slices:11358.592992
Time for 6024000 slices:11358.948928
Time for 6025000 slices:11359.306421
Time for 6026000 slices:11359.652391
Time for 6027000 slices:11360.007844
Time for 6028000 slices:11360.395770
Time for 6029000 slices:11360.801555
Time for 6030000 slices:11361.200033
Time for 6031000 slices:11361.603359
Time for 6032000 slices:11362.024905
Time for 6033000 slices:11362.446797
Time for 6034000 slices:11362.880737
Time for 6035000 slices:11363.326461
Time for 6036000 slices:11363.770174
Time for 6037000 slices:11364.218270
Time for 6038000 slices:11364.725330
Time for 6039000 slices:11365.178788
Time for 6040000 slices:11365.681141
Time for 6041000 slices:11389.540907
Time for 6042000 slices:11389.883835
Time for 6043000 slices:11390.241797
Time for 6044000 slices:11390.632454
Time for 6045000 slices:11390.986997
Time for 6046000 slices:11391.344410
Time for 6047000 slices:11391.729167
Time for 6048000 slices:11392.113353
Time for 6049000 slices:11392.529272
Time for 6050000 slices:11392.935560
Time for 6051000 slices:11393.352402
Time for 6052000 slices:11393.788271
Time for 6053000 slices:11394.230579
Time for 6054000 slices:11394.669605
Time for 6055000 slices:11395.140576
Time for 6056000 slices:11395.615838
Time for 6057000 slices:11396.041505
Time for 6058000 slices:11396.453753
Time for 6059000 slices:11420.574395
Time for 6060000 slices:11420.886100
Time for 6061000 slices:11421.204398
Time for 6062000 slices:11421.541136
Time for 6063000 slices:11421.894094
Time for 6064000 slices:11422.260653
Time for 6065000 slices:11422.643976
Time for 6066000 slices:11423.012607
Time for 6067000 slices:11423.393876
Time for 6068000 slices:11423.768160
Time for 6069000 slices:11424.140193
Time for 6070000 slices:11424.527021
Time for 6071000 slices:11424.902142
Time for 6072000 slices:11425.290140
Time for 6073000 slices:11425.699728
Time for 6074000 slices:11426.119470
Time for 6075000 slices:11426.521834
Time for 6076000 slices:11426.939246
Time for 6077000 slices:11427.366411
Time for 6078000 slices:11451.708085
Time for 6079000 slices:11452.071943
Time for 6080000 slices:11452.419256
Time for 6081000 slices:11452.785273
Time for 6082000 slices:11453.130461
Time for 6083000 slices:11453.477104
Time for 6084000 slices:11453.857790
Time for 6085000 slices:11454.222449
Time for 6086000 slices:11454.614065
Time for 6087000 slices:11455.019019
Time for 6088000 slices:11455.427328
Time for 6089000 slices:11455.847727
Time for 6090000 slices:11456.273705
Time for 6091000 slices:11456.713747
Time for 6092000 slices:11457.118229
Time for 6093000 slices:11457.519268
Time for 6094000 slices:11457.893266
Time for 6095000 slices:11458.277218
Time for 6096000 slices:11458.694149
Time for 6097000 slices:11482.896611
Time for 6098000 slices:11483.248147
Time for 6099000 slices:11483.583371
Time for 6100000 slices:11483.908704
Time for 6101000 slices:11484.232410
Time for 6102000 slices:11484.565982
Time for 6103000 slices:11484.909339
Time for 6104000 slices:11485.288396
Time for 6105000 slices:11485.648927
Time for 6106000 slices:11486.019246
Time for 6107000 slices:11486.383359
Time for 6108000 slices:11486.805928
Time for 6109000 slices:11487.202805
Time for 6110000 slices:11487.596640
Time for 6111000 slices:11488.030824
Time for 6112000 slices:11488.444796
Time for 6113000 slices:11488.830180
Time for 6114000 slices:11513.119083
Time for 6115000 slices:11513.468185
Time for 6116000 slices:11513.806793
Time for 6117000 slices:11514.133716
Time for 6118000 slices:11514.475531
Time for 6119000 slices:11514.847888
Time for 6120000 slices:11515.227979
Time for 6121000 slices:11515.589354
Time for 6122000 slices:11515.928620
Time for 6123000 slices:11516.296910
Time for 6124000 slices:11516.686021
Time for 6125000 slices:11517.061436
Time for 6126000 slices:11517.451449
Time for 6127000 slices:11517.854342
Time for 6128000 slices:11518.252796
Time for 6129000 slices:11518.686242
Time for 6130000 slices:11519.087603
Time for 6131000 slices:11519.493658
Time for 6132000 slices:11543.819600
Time for 6133000 slices:11544.161803
Time for 6134000 slices:11544.508646
Time for 6135000 slices:11544.843397
Time for 6136000 slices:11545.173452
Time for 6137000 slices:11545.541820
Time for 6138000 slices:11545.887299
Time for 6139000 slices:11546.236646
Time for 6140000 slices:11546.565070
Time for 6141000 slices:11546.906788
Time for 6142000 slices:11547.258445
Time for 6143000 slices:11547.614406
Time for 6144000 slices:11547.973836
Time for 6145000 slices:11548.342352
Time for 6146000 slices:11548.736892
Time for 6147000 slices:11549.151120
Time for 6148000 slices:11549.563884
Time for 6149000 slices:11549.970832
Time for 6150000 slices:11550.404129
Time for 6151000 slices:11550.815116
Time for 6152000 slices:11574.926977
Time for 6153000 slices:11575.277325
Time for 6154000 slices:11575.616342
Time for 6155000 slices:11575.969482
Time for 6156000 slices:11576.331297
Time for 6157000 slices:11576.706730
Time for 6158000 slices:11577.050257
Time for 6159000 slices:11577.397398
Time for 6160000 slices:11577.780606
Time for 6161000 slices:11578.150073
Time for 6162000 slices:11578.514864
Time for 6163000 slices:11578.890521
Time for 6164000 slices:11579.304426
Time for 6165000 slices:11579.701843
Time for 6166000 slices:11580.113875
Time for 6167000 slices:11580.525092
Time for 6168000 slices:11580.946097
Time for 6169000 slices:11581.369266
Time for 6170000 slices:11605.502898
Time for 6171000 slices:11605.833650
Time for 6172000 slices:11606.170931
Time for 6173000 slices:11606.519755
Time for 6174000 slices:11606.871537
Time for 6175000 slices:11607.215370
Time for 6176000 slices:11607.568922
Time for 6177000 slices:11607.928665
Time for 6178000 slices:11608.324189
Time for 6179000 slices:11608.749658
Time for 6180000 slices:11609.175893
Time for 6181000 slices:11609.609036
Time for 6182000 slices:11610.064772
Time for 6183000 slices:11610.494513
Time for 6184000 slices:11610.946237
Time for 6185000 slices:11611.383681
Time for 6186000 slices:11611.807203
Time for 6187000 slices:11636.073334
Time for 6188000 slices:11636.431900
Time for 6189000 slices:11636.787432
Time for 6190000 slices:11637.108913
Time for 6191000 slices:11637.442338
Time for 6192000 slices:11637.790287
Time for 6193000 slices:11638.165553
Time for 6194000 slices:11638.563907
Time for 6195000 slices:11638.948771
Time for 6196000 slices:11639.343156
Time for 6197000 slices:11639.755913
Time for 6198000 slices:11640.153082
Time for 6199000 slices:11640.545321
Time for 6200000 slices:11640.952729
Time for 6201000 slices:11641.382026
Time for 6202000 slices:11641.807569
Time for 6203000 slices:11642.251337
Time for 6204000 slices:11666.557369
Time for 6205000 slices:11666.862099
Time for 6206000 slices:11667.185807
Time for 6207000 slices:11667.549771
Time for 6208000 slices:11667.902888
Time for 6209000 slices:11668.241235
Time for 6210000 slices:11668.566915
Time for 6211000 slices:11668.892034
Time for 6212000 slices:11669.229296
Time for 6213000 slices:11669.588401
Time for 6214000 slices:11669.956838
Time for 6215000 slices:11670.326204
Time for 6216000 slices:11670.706552
Time for 6217000 slices:11671.096490
Time for 6218000 slices:11671.468975
Time for 6219000 slices:11671.837393
Time for 6220000 slices:11672.238050
Time for 6221000 slices:11672.651161
Time for 6222000 slices:11673.063853
Time for 6223000 slices:11697.022156
Time for 6224000 slices:11697.351903
Time for 6225000 slices:11697.693025
Time for 6226000 slices:11698.008017
Time for 6227000 slices:11698.338049
Time for 6228000 slices:11698.661715
Time for 6229000 slices:11699.024666
Time for 6230000 slices:11699.394733
Time for 6231000 slices:11699.769654
Time for 6232000 slices:11700.140286
Time for 6233000 slices:11700.526555
Time for 6234000 slices:11700.898216
Time for 6235000 slices:11701.292034
Time for 6236000 slices:11701.677217
Time for 6237000 slices:11702.075642
Time for 6238000 slices:11702.473673
Time for 6239000 slices:11702.881509
Time for 6240000 slices:11703.292232
Time for 6241000 slices:11703.704024
Time for 6242000 slices:11704.096417
Time for 6243000 slices:11727.828262
Time for 6244000 slices:11728.154464
Time for 6245000 slices:11728.471715
Time for 6246000 slices:11728.823697
Time for 6247000 slices:11729.158804
Time for 6248000 slices:11729.508071
Time for 6249000 slices:11729.908984
Time for 6250000 slices:11730.291359
Time for 6251000 slices:11730.668440
Time for 6252000 slices:11731.061682
Time for 6253000 slices:11731.499272
Time for 6254000 slices:11731.954011
Time for 6255000 slices:11732.375482
Time for 6256000 slices:11732.782821
Time for 6257000 slices:11733.191108
Time for 6258000 slices:11733.603184
Time for 6259000 slices:11757.835938
Time for 6260000 slices:11758.195821
Time for 6261000 slices:11758.514035
Time for 6262000 slices:11758.834426
Time for 6263000 slices:11759.153871
Time for 6264000 slices:11759.505470
Time for 6265000 slices:11759.874503
Time for 6266000 slices:11760.257103
Time for 6267000 slices:11760.642226
Time for 6268000 slices:11761.014242
Time for 6269000 slices:11761.403778
Time for 6270000 slices:11761.798724
Time for 6271000 slices:11762.194472
Time for 6272000 slices:11762.597467
Time for 6273000 slices:11763.020914
Time for 6274000 slices:11763.451459
Time for 6275000 slices:11763.905723
Time for 6276000 slices:11788.133918
Time for 6277000 slices:11788.491057
Time for 6278000 slices:11788.855996
Time for 6279000 slices:11789.184554
Time for 6280000 slices:11789.540328
Time for 6281000 slices:11789.878602
Time for 6282000 slices:11790.224763
Time for 6283000 slices:11790.599332
Time for 6284000 slices:11790.955209
Time for 6285000 slices:11791.337501
Time for 6286000 slices:11791.700539
Time for 6287000 slices:11792.065005
Time for 6288000 slices:11792.460910
Time for 6289000 slices:11792.867228
Time for 6290000 slices:11793.287417
Time for 6291000 slices:11793.690480
Time for 6292000 slices:11794.092500
Time for 6293000 slices:11794.489619
Time for 6294000 slices:11794.934338
Time for 6295000 slices:11819.351665
Time for 6296000 slices:11819.692770
Time for 6297000 slices:11820.034991
Time for 6298000 slices:11820.368737
Time for 6299000 slices:11820.727889
Time for 6300000 slices:11821.067782
Time for 6301000 slices:11821.430681
Time for 6302000 slices:11821.795942
Time for 6303000 slices:11822.162250
Time for 6304000 slices:11822.535501
Time for 6305000 slices:11822.922479
Time for 6306000 slices:11823.321864
Time for 6307000 slices:11823.745049
Time for 6308000 slices:11824.186691
Time for 6309000 slices:11824.605264
Time for 6310000 slices:11825.028181
Time for 6311000 slices:11825.458253
Time for 6312000 slices:11825.912383
Time for 6313000 slices:11826.350872
Time for 6314000 slices:11850.710270
Time for 6315000 slices:11851.046249
Time for 6316000 slices:11851.389766
Time for 6317000 slices:11851.754773
Time for 6318000 slices:11852.127915
Time for 6319000 slices:11852.527388
Time for 6320000 slices:11852.918111
Time for 6321000 slices:11853.303339
Time for 6322000 slices:11853.685302
Time for 6323000 slices:11854.070711
Time for 6324000 slices:11854.489502
Time for 6325000 slices:11854.973490
Time for 6326000 slices:11855.405691
Time for 6327000 slices:11855.834401
Time for 6328000 slices:11856.279223
Time for 6329000 slices:11856.736557
Time for 6330000 slices:11857.176595
Time for 6331000 slices:11881.169748
Time for 6332000 slices:11881.510641
Time for 6333000 slices:11881.852968
Time for 6334000 slices:11882.176080
Time for 6335000 slices:11882.510322
Time for 6336000 slices:11882.863074
Time for 6337000 slices:11883.233604
Time for 6338000 slices:11883.614867
Time for 6339000 slices:11883.991353
Time for 6340000 slices:11884.395866
Time for 6341000 slices:11884.802773
Time for 6342000 slices:11885.232395
Time for 6343000 slices:11885.645598
Time for 6344000 slices:11886.070602
Time for 6345000 slices:11886.491738
Time for 6346000 slices:11886.931084
Time for 6347000 slices:11887.385320
Time for 6348000 slices:11911.634752
Time for 6349000 slices:11912.007530
Time for 6350000 slices:11912.348995
Time for 6351000 slices:11912.720699
Time for 6352000 slices:11913.108536
Time for 6353000 slices:11913.447805
Time for 6354000 slices:11913.791983
Time for 6355000 slices:11914.133636
Time for 6356000 slices:11914.487181
Time for 6357000 slices:11914.834275
Time for 6358000 slices:11915.194062
Time for 6359000 slices:11915.549291
Time for 6360000 slices:11915.943493
Time for 6361000 slices:11916.351132
Time for 6362000 slices:11916.769016
Time for 6363000 slices:11917.176436
Time for 6364000 slices:11917.576621
Time for 6365000 slices:11917.981156
Time for 6366000 slices:11942.309508
Time for 6367000 slices:11942.673436
Time for 6368000 slices:11943.004687
Time for 6369000 slices:11943.329355
Time for 6370000 slices:11943.654686
Time for 6371000 slices:11943.992900
Time for 6372000 slices:11944.363506
Time for 6373000 slices:11944.731154
Time for 6374000 slices:11945.089423
Time for 6375000 slices:11945.456518
Time for 6376000 slices:11945.836026
Time for 6377000 slices:11946.226258
Time for 6378000 slices:11946.626061
Time for 6379000 slices:11947.023809
Time for 6380000 slices:11947.413275
Time for 6381000 slices:11947.813758
Time for 6382000 slices:11948.218605
Time for 6383000 slices:11948.602787
Time for 6384000 slices:11949.006958
Time for 6385000 slices:11949.435624
Time for 6386000 slices:11973.966306
Time for 6387000 slices:11974.311538
Time for 6388000 slices:11974.642980
Time for 6389000 slices:11974.990292
Time for 6390000 slices:11975.384465
Time for 6391000 slices:11975.751685
